curie,label,group,in_old,new_term,reparented,rel_added,rel_removed,def_changed,syn_added,depth_new,depth_old,obsoleted
HP:0025825,Decreased neutrophil adhesion,"Flow cytometry /
immunophenotyping",False,True,False,0,0,False,1,4.0,,False
HP:0025826,Severely decreased neutrophil count,"Flow cytometry /
immunophenotyping",False,True,False,0,0,False,0,8.0,,False
HP:0025827,Abnormal Th1 T cell proportion,Other immune,False,True,False,0,0,False,0,5.0,,False
HP:0025828,Increased Th1 T cell proportion,Other immune,False,True,False,0,0,False,0,6.0,,False
HP:0025829,Decreased Th1 T cell proportion,Other immune,False,True,False,0,0,False,0,6.0,,False
HP:0025830,Abnormal Th17 T cell proportion,Other immune,False,True,False,0,0,False,0,5.0,,False
HP:0025831,Increased Th17 T cell proportion,Other immune,False,True,False,0,0,False,0,6.0,,False
HP:0025832,Decreased Th17 T cell proportion,Other immune,False,True,False,0,0,False,0,6.0,,False
HP:0025833,Decreased PMA/ionomycin-induced T-cell proliferation,Other immune,False,True,False,0,0,False,1,7.0,,False
HP:0025834,Impaired phytohemagglutinin-induced T lymphocyte transformation,Other immune,False,True,False,0,0,False,4,7.0,,False
HP:0025835,Decreased CD8+ T cell degranulation,Other immune,False,True,False,0,0,False,0,5.0,,False
HP:0025836,Increased total CD8+ T cell proportion,"Flow cytometry /
immunophenotyping",False,True,False,0,0,False,2,9.0,,False
HP:0025837,Abnormal RTE CD4+ T cell proportion,"Flow cytometry /
immunophenotyping",False,True,False,0,0,False,1,8.0,,False
HP:0025838,Increased RTE CD4+ T cell proportion,"Flow cytometry /
immunophenotyping",False,True,False,0,0,False,1,9.0,,False
HP:0025839,Decreased RTE CD4+ T cell proportion,"Flow cytometry /
immunophenotyping",False,True,False,0,0,False,1,9.0,,False
HP:0025840,Abnormal HLA-DR+ CD4+ T cell proportion,"Flow cytometry /
immunophenotyping",False,True,False,0,0,False,2,8.0,,False
HP:0025841,Decreased HLA-DR+ CD4+ T cell proportion,"Flow cytometry /
immunophenotyping",False,True,False,0,0,False,1,9.0,,False
HP:0025842,Abnormal HLA-DR+ CD8+ T cell proportion,"Flow cytometry /
immunophenotyping",False,True,False,0,0,False,1,8.0,,False
HP:0025843,Increased HLA-DR+ CD8+ T cell proportion,"Flow cytometry /
immunophenotyping",False,True,False,0,0,False,0,9.0,,False
HP:0025844,Decreased HLA-DR+ CD8+ T cell proportion,"Flow cytometry /
immunophenotyping",False,True,False,0,0,False,0,9.0,,False
HP:0025845,Abnormal TCR repertoire,"Flow cytometry /
immunophenotyping",False,True,False,0,0,False,0,6.0,,False
HP:0025846,Decreased natural killer cell perforin expression,Other immune,False,True,False,0,0,False,1,5.0,,False
HP:0025847,Fish allergy,Other immune,False,True,False,0,0,False,0,6.0,,False
HP:0025848,Shellfish allergy,Other immune,False,True,False,0,0,False,0,6.0,,False
HP:0030049,Brain abscess,Infections,True,False,False,0,0,False,0,3.0,3.0,False
HP:0030057,Autoimmune antibody positivity,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
HP:0030150,Plasmacytosis,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,5.0,5.0,False
HP:0030151,Cholangitis,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0030167,Antimitochondrial antibody positivity,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0030208,Anti-neuromuscular Junction acetylcholine receptor antibody positivity,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0030209,Calcium channel antibody positivity,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0030210,Anti-muscle-specific tyrosine kinase antibody,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0030252,Absent circulating B cells,"Flow cytometry /
immunophenotyping",True,False,True,1,1,True,0,7.0,8.0,False
HP:0030326,Abnormal macrophage count,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,6.0,6.0,False
HP:0030355,Abnormal circulating interferon-gamma concentration,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0030356,Increased circulating interferon-gamma concentration,Other immune,True,False,False,0,0,False,0,6.0,6.0,False
HP:0030370,Abnormal naive B cell proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,True,1,7.0,8.0,False
HP:0030371,Increased naive B cell proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,True,1,8.0,9.0,False
HP:0030372,Decreased naive B cell proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,True,1,8.0,9.0,False
HP:0030373,Abnormal memory B cell proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,1,7.0,8.0,False
HP:0030374,Decreased memory B cell proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,8.0,9.0,False
HP:0030375,Increased memory B cell proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,8.0,9.0,False
HP:0030376,Abnormal immature B cell proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,1,7.0,8.0,False
HP:0030377,Increased immature B cell proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,1,8.0,9.0,False
HP:0030378,Decreased immature B cell proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,1,8.0,9.0,False
HP:0030379,Abnormal transitional B cell proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,True,1,7.0,8.0,False
HP:0030380,Decreased transitional B cell proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,True,1,8.0,9.0,False
HP:0030381,Increased transitional B cell proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,True,1,8.0,9.0,False
HP:0030383,Abnormal marginal zone B cell proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,1,8.0,9.0,False
HP:0030384,Decreased marginal zone B cell proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,9.0,10.0,False
HP:0030385,Increased marginal zone B cell proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,9.0,10.0,False
HP:0030386,Abnormal class-switched memory B cell proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,1,8.0,9.0,False
HP:0030387,Increased class-switched memory B cell proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,9.0,10.0,False
HP:0030388,Decreased class-switched memory B cell proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,1,9.0,10.0,False
HP:0030423,Splenic cyst,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0030683,Recurrent bacterial vaginosis,Other immune,True,False,False,0,0,True,1,4.0,4.0,False
HP:0030717,Meconium peritonitis,Other immune,True,False,False,0,0,False,0,6.0,6.0,False
HP:0030757,Tooth abscess,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
HP:0030758,Periapical tooth abscess,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0030783,Increased circulating interleukin 6 concentration,Other immune,True,False,False,0,0,False,0,6.0,6.0,False
HP:0030785,Mediastinal cystic lymphangioma,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
HP:0030812,Enlarged tonsils,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
HP:0030813,Absent tonsils,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
HP:0030814,Orange discolored tonsils,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
HP:0030845,Heliotrope rash of eyelid,Other immune,True,False,False,0,0,False,0,7.0,7.0,False
HP:0030859,Anti-topoisomerase I antibody positivity,Other immune,True,False,False,0,0,False,0,6.0,6.0,False
HP:0030873,Anti-centromere antibody positivity,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0030885,Recurrent parasitic infections,Infections,True,False,False,0,0,True,0,4.0,4.0,False
HP:0030886,Abnormal T cell apoptosis,Other immune,True,False,True,1,1,True,0,5.0,4.0,False
HP:0030887,Increased T cell apoptosis,Other immune,True,False,False,0,0,True,0,6.0,5.0,False
HP:0030888,C3 nephritic factor positivity,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0030908,Liver kidney microsome type 1 antibody positivity,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0030909,Anti-liver cytosolic antigen type 1 antibody positivity,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0030987,Suppurative cholangitis,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0030988,Granulomatous cholangitis,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0030989,Lymphoid cholangitis,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0030990,Pleomorphic cholangitis,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0030991,Sclerosing cholangitis,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0031019,Pyknotic bone marrow neutrophils,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,8.0,8.0,False
HP:0031035,Chronic infection,Infections,True,False,False,0,0,False,0,3.0,3.0,False
HP:0031047,Paraproteinemia,"Antibodies /
humoral",True,False,False,0,0,False,0,5.0,5.0,False
HP:0031048,Light-chain paraproteinemia,"Antibodies /
humoral",True,False,False,0,0,False,0,6.0,6.0,False
HP:0031049,Heavy-chain paraproteinemia,"Antibodies /
humoral",True,False,False,0,0,False,0,6.0,6.0,False
HP:0031050,Whole-immunoglobulin paraproteinemia,"Antibodies /
humoral",True,False,False,0,0,False,0,6.0,6.0,False
HP:0031104,Insulin receptor antibody positivity,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0031123,Recurrent gastroenteritis,Infections,True,False,False,0,0,False,0,5.0,5.0,False
HP:0031190,Superficial dermal perivascular inflammatory infiltrate,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0031191,Deep dermal perivascular inflammatory infiltrate,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0031234,Neutrophilic infiltration of the skin,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0031235,Predominantly epidermal neutrophilic infiltrate,Other immune,True,False,False,0,0,False,0,6.0,6.0,False
HP:0031236,Predominantly dermal neutrophilic infiltrate,Other immune,True,False,False,0,0,False,0,6.0,6.0,False
HP:0031267,Abnormal CD69 upregulation upon TCR activation,Other immune,True,False,False,0,0,False,0,6.0,6.0,False
HP:0031268,Decreased CD69 upregulation upon TCR activation,Other immune,True,False,False,0,0,False,0,7.0,7.0,False
HP:0031269,Abnormal CD25 upregulation upon TCR activation,Other immune,True,False,False,0,0,False,0,6.0,6.0,False
HP:0031270,Decreased CD25 upregulation upon TCR activation,Other immune,True,False,False,0,0,False,0,7.0,7.0,False
HP:0031278,Abnormal thoracic duct morphology,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
HP:0031292,Cutaneous abscess,Other immune,True,False,False,0,0,True,0,3.0,3.0,False
HP:0031353,Otitis media with effusion,Other immune,True,False,False,0,0,False,2,5.0,5.0,False
HP:0031378,Abnormal lymphocyte proliferation,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0031379,Abnormal T cell proliferation,Other immune,True,False,False,0,0,False,1,5.0,5.0,False
HP:0031380,Abnormal B cell proliferation,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0031381,Decreased mitogen-induced T-cell proliferation,Other immune,True,False,True,1,1,True,1,6.0,5.0,False
HP:0031382,Decreased anti-CD3/28-induced T-cell proliferation,Other immune,True,False,False,0,0,True,1,7.0,6.0,False
HP:0031383,Abnormal lymphocyte surface marker expression,Other immune,True,False,False,0,0,False,0,2.0,2.0,False
HP:0031384,Reduced T cell CD40 expression,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
HP:0031389,Abnormal MHC II cell surface expression,Other immune,True,False,True,1,1,False,2,3.0,2.0,False
HP:0031390,Reduced MHC II cell surface expression,Other immune,True,False,False,0,0,True,2,4.0,3.0,False
HP:0031391,Elevated MHC II cell surface expression,Other immune,True,False,False,0,0,False,0,4.0,3.0,False
HP:0031392,Abnormal CD4+ T cell subset proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,True,6,7.0,8.0,False
HP:0031393,Abnormal total CD8+ T cell number,"Flow cytometry /
immunophenotyping",True,False,False,0,0,True,1,7.0,8.0,False
HP:0031394,Abnormal CD4:CD8 ratio,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,7.0,8.0,False
HP:0031396,Abnormal naive T cell proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,1,7.0,8.0,False
HP:0031397,Decreased naive T cell proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,1,8.0,9.0,False
HP:0031398,Increased naive T cell proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,1,8.0,9.0,False
HP:0031399,Abnormal double-negative T cell proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,True,3,7.0,8.0,False
HP:0031401,Decreased double-negative T cell number,"Flow cytometry /
immunophenotyping",True,False,False,0,0,True,1,8.0,9.0,False
HP:0031402,Decreased antigen-specific T cell proliferation,Other immune,True,False,False,0,0,False,1,3.0,3.0,False
HP:0031403,Impaired pathogen-specific CD8 cytoxicity,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
HP:0031404,Impaired antigen-specific response,Other immune,True,False,False,0,0,False,0,2.0,2.0,False
HP:0031406,Abnormal cytokine signaling,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
HP:0031407,Impaired cytokine signaling,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0031408,Increased CD25+ mast cell proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,7.0,7.0,False
HP:0031409,Abnormal lymphocyte physiology,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
HP:0031410,Abnormal distribution of CD56 bright/dim natural killer cells,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,7.0,8.0,False
HP:0031430,Oligoclonal T cell expansion,"Flow cytometry /
immunophenotyping",True,False,True,1,1,False,0,7.0,5.0,False
HP:0031458,Adenoiditis,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0031514,Increased exhausted T cell proportion,"Flow cytometry /
immunophenotyping",True,False,True,0,1,False,0,8.0,8.0,False
HP:0031545,Abnormally low T cell receptor excision circle level,"Flow cytometry /
immunophenotyping",True,False,True,1,1,False,0,7.0,7.0,False
HP:0031690,Opportunistic infection,Infections,True,False,False,0,0,False,0,3.0,3.0,False
HP:0031691,Severe viral infection,Infections,True,False,False,0,0,False,0,4.0,4.0,False
HP:0031692,Severe cytomegalovirus infection,Infections,True,False,True,1,0,False,0,5.0,5.0,False
HP:0031693,Severe Epstein Barr virus infection,Infections,True,False,True,1,0,False,0,5.0,5.0,False
HP:0031694,Severe adenovirus infection,Infections,True,False,True,1,0,False,0,5.0,5.0,False
HP:0031695,Severe parainfluenza infection,Infections,True,False,True,1,0,True,3,5.0,5.0,False
HP:0031696,Disseminated viral infection,Infections,True,False,False,0,0,False,0,5.0,5.0,False
HP:0031697,Disseminated infection with live vaccine virus,Infections,True,False,False,0,0,False,0,6.0,6.0,False
HP:0031699,Disseminated cryptosporidium infection,Infections,True,False,True,1,1,True,3,4.0,4.0,False
HP:0031700,Invasive parasitic infection,Infections,True,False,False,0,0,False,0,4.0,4.0,False
HP:0031806,Abnormal total basophil count,"Flow cytometry /
immunophenotyping",True,False,False,0,0,True,0,6.0,6.0,False
HP:0031807,Increased total basophil count,"Flow cytometry /
immunophenotyping",True,False,False,0,0,True,1,7.0,7.0,False
HP:0031808,Decreased total basophil count,"Flow cytometry /
immunophenotyping",True,False,False,0,0,True,1,7.0,7.0,False
HP:0031810,Anti-ganglioside antibody positivity,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0031813,Colonic eosinophilia,Other immune,True,False,False,0,0,False,0,6.0,6.0,False
HP:0031824,Hepatic mastocytosis,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,8.0,8.0,False
HP:0031842,Lymphangiectasis,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
HP:0031891,Decreased total eosinophil count,"Flow cytometry /
immunophenotyping",True,False,False,0,0,True,1,7.0,7.0,False
HP:0031904,Abnormal total hemolytic complement activity,"Antibodies /
humoral",True,False,False,0,0,False,0,4.0,4.0,False
HP:0031905,Increased total hemolytic complement activity,"Antibodies /
humoral",True,False,False,0,0,False,0,5.0,5.0,False
HP:0031907,Anti-mitochondrial M2 antibody positivity,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0031949,Recurrent bacterial upper respiratory tract infections,Infections,True,False,False,0,0,False,0,6.0,6.0,False
HP:0032022,Eosinophilic dermal infiltration,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0032061,Severely increased total eosinophil count,"Flow cytometry /
immunophenotyping",True,False,False,0,0,True,1,8.0,7.0,False
HP:0032069,Anti-thyroglobulin antibody positivity,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0032075,Splenopancreatic fusion,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0032101,Unusual infection,Infections,True,False,False,0,0,True,0,2.0,2.0,False
HP:0032124,Abnormal unswitched memory B cell proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,True,1,8.0,9.0,False
HP:0032125,Increased unswitched memory B cell proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,True,1,9.0,10.0,False
HP:0032126,Decreased unswitched memory B cell proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,True,1,9.0,10.0,False
HP:0032127,Abnormal plasmablast proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,True,0,7.0,8.0,False
HP:0032128,Increased plasmablast proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,True,0,8.0,9.0,False
HP:0032129,Decreased plasmablast proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,True,0,8.0,9.0,False
HP:0032130,Mycobacterium abscessus abscessus infection,Infections,True,False,False,0,0,False,0,5.0,5.0,False
HP:0032132,Decreased circulating total IgG concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,6.0,6.0,False
HP:0032133,Transient decreased circulating total IgG concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,7.0,7.0,False
HP:0032134,Chronic decreased circulating total IgG concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,7.0,7.0,False
HP:0032135,Decreased circulating IgG subclass concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,6.0,6.0,False
HP:0032136,Decreased circulating IgG1 concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,7.0,7.0,False
HP:0032137,Decreased circulating IgG3 concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,7.0,7.0,False
HP:0032138,Decreased circulating IgG4 concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,7.0,7.0,False
HP:0032139,Decreased circulating isohemagglutinin concentration,"Antibodies /
humoral",True,False,False,0,0,False,1,5.0,5.0,False
HP:0032140,Decreased specific antibody response to vaccination,"Antibodies /
humoral",True,False,False,0,0,False,0,4.0,4.0,False
HP:0032151,Episodic eosinophilia,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,8.0,7.0,False
HP:0032157,Recurrent genital herpes,Infections,True,False,False,0,0,False,0,6.0,6.0,False
HP:0032158,Unusual infection by anatomical site,Infections,True,False,False,0,0,False,0,3.0,3.0,False
HP:0032159,Fungal meningitis,Infections,True,False,True,1,0,True,0,4.0,6.0,False
HP:0032160,Cryptococcal meningitis,Infections,True,False,False,0,0,False,0,5.0,7.0,False
HP:0032161,Coccidioidal meningitis,Infections,True,False,False,0,0,False,0,5.0,7.0,False
HP:0032162,Unusual skin infection,Infections,True,False,True,1,1,True,1,4.0,4.0,False
HP:0032163,Unusual molluscum contagiosum,Infections,True,False,True,2,1,False,2,4.0,5.0,False
HP:0032166,Unusual gastrointestinal infection,Infections,True,False,True,1,0,False,0,4.0,,False
HP:0032167,Clostridium difficile enteritis,Infections,True,False,False,0,0,False,0,5.0,,False
HP:0032168,Clostridium difficile colitis,Infections,True,False,False,0,0,False,0,5.0,,False
HP:0032169,Severe infection,Infections,True,False,False,0,0,False,0,3.0,3.0,False
HP:0032170,Severe varicella zoster infection,Infections,True,False,True,1,0,False,3,5.0,5.0,False
HP:0032182,Abnormal memory T cell proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,1,7.0,8.0,False
HP:0032183,Decreased memory T cell proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,1,8.0,9.0,False
HP:0032184,Increased memory T cell proportion,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,1,8.0,9.0,False
HP:0032185,Disseminated molluscum contagiosum,Infections,True,False,True,1,0,True,1,5.0,6.0,False
HP:0032204,Chronic active EBV infection,Infections,True,False,True,1,0,False,3,4.0,4.0,False
HP:0032218,Decreased total CD4+ T cell proportion,"Flow cytometry /
immunophenotyping",True,False,True,1,1,True,6,9.0,9.0,False
HP:0032219,Increased total CD4+ T cell proportion,"Flow cytometry /
immunophenotyping",True,False,True,1,1,True,3,9.0,9.0,False
HP:0032220,Interface hepatitis,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0032229,Perinuclear antineutrophil antibody positivity,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0032230,Cytoplasmic antineutrophil antibody positivity,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0032235,Anti-La/SS-B antibody positivity,Other immune,True,False,False,0,0,False,0,6.0,6.0,False
HP:0032236,Increased circulating immature neutrophil count,"Flow cytometry /
immunophenotyping",True,False,True,1,1,False,0,6.0,7.0,False
HP:0032237,Increased circulating myelocyte count,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,7.0,8.0,False
HP:0032238,Increased circulating metamyelocyte count,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,7.0,8.0,False
HP:0032239,Increased circulating band cell count,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,7.0,8.0,False
HP:0032247,Persistent CMV viremia,Infections,True,False,True,2,1,True,3,5.0,5.0,False
HP:0032248,Persistent viremia,Infections,True,False,False,0,0,False,0,4.0,4.0,False
HP:0032249,Coccidioidomycosis,Infections,True,False,False,0,0,False,0,5.0,5.0,False
HP:0032250,Acinetobacter infection,Infections,True,False,False,0,0,False,0,5.0,5.0,False
HP:0032251,Abnormal immune system morphology,Other immune,True,False,False,0,0,False,0,1.0,1.0,False
HP:0032252,Granuloma,Other immune,True,False,False,0,0,False,0,2.0,2.0,False
HP:0032253,Eosinophilic granuloma,"Flow cytometry /
immunophenotyping",True,False,True,1,0,False,0,3.0,3.0,False
HP:0032255,Opportunistic fungal infection,Infections,True,False,False,0,0,False,0,4.0,4.0,False
HP:0032256,Unusual Histoplasma capsulatum infection,Infections,True,False,False,0,0,True,4,5.0,5.0,False
HP:0032257,Severe Histoplasma capsulatum infection,Infections,True,False,False,0,0,False,4,6.0,6.0,False
HP:0032258,Pulmonary histoplasmosis,Infections,True,False,False,0,0,False,0,6.0,6.0,False
HP:0032259,Chronic tinea infection,Infections,True,False,False,0,0,False,0,4.0,4.0,False
HP:0032260,Opportunistic bacterial infection,Infections,True,False,True,1,0,False,0,4.0,4.0,False
HP:0032261,Nontuberculous mycobacterial pulmonary infection,Infections,True,False,False,0,0,False,0,5.0,5.0,False
HP:0032262,Pulmonary tuberculosis,Infections,True,False,False,0,0,False,0,5.0,5.0,False
HP:0032264,Anti-NMDA receptor antibody positivity,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0032265,CSF autoimmune antibody positivity,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
HP:0032266,CSF anti-NMDA receptor antibody positivity,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0032271,Extrapulmonary tuberculosis,Infections,True,False,False,0,0,False,0,5.0,5.0,False
HP:0032275,Recurrent shingles,Infections,True,False,False,0,0,False,0,6.0,6.0,False
HP:0032282,Contact dermatitis,Other immune,True,False,False,0,0,False,0,6.0,6.0,False
HP:0032283,Disseminated non-tuberculous mycobacterial infection,Infections,True,False,True,1,0,True,4,5.0,5.0,False
HP:0032288,Polyclonal elevation of circulating IgG concentration,"Antibodies /
humoral",True,False,False,0,0,False,1,6.0,6.0,False
HP:0032289,Oligoclonal elevation of circulating IgG concentration,"Antibodies /
humoral",True,False,False,0,0,False,1,6.0,6.0,False
HP:0032290,Monoclonal elevation of circulating IgG concentration,"Antibodies /
humoral",True,False,False,0,0,False,1,6.0,6.0,False
HP:0032291,Monoclonal elevation of circulating intact IgG concentration,"Antibodies /
humoral",True,False,False,0,0,False,1,7.0,7.0,False
HP:0032292,Monoclonal elevation of circulating IgG light chain concentration,"Antibodies /
humoral",True,False,False,0,0,False,1,7.0,7.0,False
HP:0032293,Monoclonal elevation of circulating IgG heavy chain concentration,"Antibodies /
humoral",True,False,False,0,0,False,1,7.0,7.0,False
HP:0032294,Monoclonal elevation of IgG kappa chain,"Antibodies /
humoral",True,False,False,0,0,False,0,8.0,8.0,False
HP:0032295,Monoclonal elevation of IgG lambda chain,"Antibodies /
humoral",True,False,False,0,0,False,0,8.0,8.0,False
HP:0032296,Increased circulating IgG subclass concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,6.0,6.0,False
HP:0032297,Increased circulating IgG3 concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,7.0,7.0,False
HP:0032298,Increased circulating IgG1 concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,7.0,7.0,False
HP:0032299,Increased circulating IgG2 concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,7.0,7.0,False
HP:0032300,Increased circulating IgG4 concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,7.0,7.0,False
HP:0032309,Abnormal granulocyte count,"Flow cytometry /
immunophenotyping",True,False,False,0,0,True,0,5.0,5.0,False
HP:0032310,Increased total granulocyte count,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,1,6.0,6.0,False
HP:0032326,Methicillin-resistant Staphylococcus aureus infection,Infections,True,False,False,0,0,False,0,5.0,5.0,False
HP:0032332,Oligoclonal elevation of circulating IgM concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,6.0,6.0,False
HP:0032333,Polyclonal elevation of circulating IgA,"Antibodies /
humoral",True,False,False,0,0,False,0,6.0,6.0,False
HP:0032334,Oligoclonal elevation of circulating IgA,"Antibodies /
humoral",True,False,False,0,0,False,0,6.0,6.0,False
HP:0032335,Monoclonal elevation of circulating IgA,"Antibodies /
humoral",True,False,False,0,0,False,0,6.0,6.0,False
HP:0032336,Increased circulating specific IgE antibody concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,4.0,4.0,False
HP:0032337,Monoclonal elevated circulating IgE concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,6.0,6.0,False
HP:0032338,Oligoclonal elevated circulating IgE concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,6.0,6.0,False
HP:0032339,Polyclonal elevated circulating IgE concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,6.0,6.0,False
HP:0032366,Positive direct antiglobulin test,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0032372,Increased peripheral blast count,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,5.0,5.0,False
HP:0032376,Anti-beta 2 glycoprotein I antibody positivity,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0032378,Immediate-type hypersensitivity drug reaction,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
HP:0032439,Airborn particle hypersensitivity,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
HP:0032469,Anti-asialoglycoprotein receptor antibody positivity,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
